scan_id,quality,angle_deg,distance_mm,x_mm,y_mm
7,15,255.0,293.0,-75.6,-283.1
7,15,257.3,288.2,-63.5,-281.2
7,15,258.9,283.5,-54.5,-278.2
7,15,260.1,278.5,-47.8,-274.4
7,15,261.9,274.2,-38.6,-271.5
7,15,263.8,270.8,-29.0,-269.2
7,15,264.5,267.0,-25.5,-265.8
7,15,267.2,263.5,-12.7,-263.2
7,15,267.8,260.5,-9.9,-260.3
7,15,269.1,257.8,-4.1,-257.7
7,15,270.8,255.5,3.6,-255.5
7,15,272.3,253.2,10.0,-253.1
7,15,275.0,251.0,21.9,-250.0
7,15,277.1,249.2,30.8,-247.3
7,15,276.7,247.8,29.0,-246.0
7,15,278.2,246.8,35.3,-244.2
7,15,280.5,245.5,44.8,-241.4
7,15,281.4,244.5,48.4,-239.7
7,15,282.6,243.8,53.3,-237.8
7,15,286.0,242.8,66.7,-233.4
7,15,287.3,243.8,72.5,-232.7
7,15,290.7,2122.0,748.6,-1985.6
7,15,292.1,2098.2,789.7,-1944.0
7,15,293.6,2083.0,833.7,-1908.9
7,15,295.1,2064.2,874.9,-1869.7
7,15,304.0,390.0,218.0,-323.4
7,15,305.7,390.2,227.7,-317.0
7,15,314.7,1406.2,988.7,-1000.0
7,15,316.1,1446.5,1042.2,-1003.1
7,15,321.8,2037.0,1600.0,-1260.7
7,13,323.2,2049.0,1641.8,-1226.0
7,14,324.7,2058.5,1680.1,-1189.4
7,15,326.2,2069.2,1719.3,-1151.5
7,15,327.7,2088.5,1764.8,-1116.9
7,15,329.2,2102.2,1804.9,-1077.8
7,15,330.6,2125.5,1852.2,-1042.6
7,15,335.5,539.8,491.2,-223.7
7,15,337.1,533.2,491.3,-207.3
7,15,340.4,490.8,462.2,-164.8
7,15,341.6,499.2,473.6,-157.9
7,15,343.1,512.0,489.9,-148.9
7,15,344.5,527.5,508.4,-140.8
8,15,351.2,2708.2,2676.2,-415.6
8,15,352.6,2763.8,2740.9,-354.8
8,15,354.1,2831.8,2816.6,-292.9
8,15,357.0,3013.2,3009.1,-157.7
8,15,358.5,3091.5,3090.4,-81.8
8,15,359.9,3177.5,3177.5,-3.5
8,15,2.9,3392.0,3387.8,169.2
8,15,17.5,5254.0,5012.1,1575.8
8,15,18.9,5293.2,5006.7,1717.9
8,15,20.4,5208.2,4880.9,1817.3
8,15,21.9,5145.5,4774.5,1918.4
8,15,23.4,5109.0,4689.7,2027.0
8,15,24.8,5072.8,4603.3,2131.3
8,15,26.3,5033.5,4511.4,2232.4
8,15,69.2,5004.8,1778.2,4678.2
8,15,70.7,5132.5,1700.1,4842.8
8,15,72.1,5240.0,1608.4,4987.1
8,15,73.6,5341.0,1508.5,5123.5
8,15,77.0,1858.8,416.6,1811.5
8,15,78.6,1863.2,369.5,1826.2
8,15,80.0,1889.0,328.5,1860.2
8,15,81.5,1924.0,285.9,1902.6
8,14,85.3,7031.8,570.8,7008.5
8,12,86.8,7111.2,391.5,7100.5
8,15,90.0,3873.8,3.2,3873.7
8,15,91.5,3788.5,-96.1,3787.3
8,15,106.0,9330.8,-2571.9,8969.3
8,15,108.9,8816.0,-2852.0,8341.9
8,15,110.4,8806.2,-3063.8,8256.1
8,15,113.6,2989.5,-1198.0,2738.9
8,15,115.1,2975.8,-1261.3,2695.2
8,15,116.6,2950.0,-1320.6,2637.9
8,15,122.1,8725.0,-4641.7,7387.8
8,15,125.1,7119.0,-4096.0,5822.6
8,15,129.5,7216.8,-4593.5,5566.1
8,15,134.9,1317.5,-929.3,933.9
8,15,136.4,1303.2,-943.9,898.6
8,11,160.8,2855.0,-2696.1,939.1
8,15,177.1,2234.2,-2231.5,111.5
8,15,178.7,2242.0,-2241.4,50.7
8,11,180.2,2200.2,-2200.2,-6.6
8,15,241.3,367.0,-176.4,-321.8
8,15,246.2,334.5,-135.0,-306.1
8,15,247.9,326.0,-122.7,-302.0
8,15,249.2,318.2,-112.9,-297.5
8,15,251.1,311.2,-100.9,-294.4
8,15,252.4,304.2,-91.9,-290.0
8,15,253.8,297.5,-83.1,-285.7
8,15,255.6,291.8,-72.4,-282.6
8,15,257.4,286.8,-62.8,-279.8
8,15,259.5,281.8,-51.1,-277.1
8,15,260.7,277.0,-44.6,-273.4
8,15,262.5,273.0,-35.5,-270.7
8,15,264.0,269.0,-27.9,-267.5
8,15,266.1,265.5,-18.2,-264.9
8,15,266.4,262.8,-16.5,-262.2
8,15,268.1,259.8,-8.6,-259.6
8,15,270.6,256.8,2.8,-256.7
8,15,272.3,254.5,10.4,-254.3
8,15,273.1,252.2,13.6,-251.9
8,15,274.9,250.5,21.4,-249.6
8,15,276.8,248.5,29.4,-246.8
8,15,278.4,246.8,35.9,-244.1
8,15,280.0,245.8,42.5,-242.0
8,15,281.2,244.8,47.6,-240.1
8,15,283.0,243.8,55.0,-237.5
8,15,283.6,243.2,57.4,-236.4
8,15,286.4,242.8,68.6,-232.9
8,15,291.1,2110.8,760.2,-1969.1
8,15,292.6,2091.8,803.6,-1931.2
8,15,294.0,2072.0,843.8,-1892.4
8,11,295.6,2059.5,888.7,-1857.9
8,15,304.5,390.0,221.2,-321.2
8,15,306.3,390.5,231.0,-314.9
8,15,315.0,1416.2,1001.7,-1001.2
8,15,316.5,1455.2,1055.6,-1001.7
8,15,322.1,2038.8,1609.3,-1251.7
8,15,323.6,2048.8,1649.6,-1215.0
8,10,325.1,2062.8,1692.6,-1179.0
8,15,326.6,2071.2,1728.7,-1140.8
8,15,328.1,2090.2,1774.1,-1105.2
8,15,329.6,2108.0,1817.5,-1067.9
8,15,331.0,2121.8,1855.7,-1028.6
8,15,336.1,538.0,491.8,-218.2
8,15,337.5,526.8,486.5,-201.8
8,15,340.8,492.0,464.5,-162.1
8,15,342.2,503.0,478.9,-153.9
8,15,343.3,517.8,496.0,-148.4
8,15,344.8,532.2,513.7,-139.2
9,15,351.6,2723.5,2694.0,-399.6
9,15,353.0,2786.5,2766.0,-337.3
9,15,354.5,2867.2,2854.0,-274.8
9,15,356.0,2945.0,2937.7,-207.0
9,15,357.4,3022.5,3019.5,-135.1
9,15,358.9,3113.5,3112.9,-60.3
9,15,6.2,3680.8,3659.1,398.7
9,15,17.9,5297.2,5042.0,1624.6
9,15,19.3,5271.5,4973.9,1746.1
9,15,20.8,5212.0,4871.9,1851.9
9,15,22.3,5143.0,4758.5,1951.3
9,15,23.8,5100.5,4667.4,2056.8
9,15,25.3,5060.2,4576.2,2159.8
9,15,26.7,5015.5,4479.4,2256.2
9,15,68.1,4946.8,1846.8,4589.1
9,15,69.5,5041.2,1761.6,4723.4
9,15,71.0,5128.2,1668.3,4849.3
9,15,72.5,5239.2,1576.8,4996.3
9,15,73.9,5360.5,1483.2,5151.2
9,15,77.4,1864.0,406.9,1819.0
9,15,78.8,1869.5,361.7,1834.2
9,15,80.3,1899.0,320.1,1871.8
9,15,84.2,6928.2,697.9,6893.0
9,15,85.7,7032.0,526.9,7012.2
9,15,90.3,3870.0,-20.1,3869.9
9,15,91.8,3777.0,-117.4,3775.2
9,15,100.7,3011.5,-560.1,2959.0
9,15,107.7,8959.0,-2729.0,8533.3
9,15,109.2,8875.2,-2921.5,8380.6
9,15,110.7,8759.2,-3094.4,8194.5
9,15,114.0,2984.5,-1212.4,2727.1
9,15,115.4,2963.0,-1272.0,2676.1
9,15,116.9,2940.2,-1329.8,2622.3
9,15,122.5,8657.0,-4647.4,7303.8
9,15,125.4,7069.0,-4098.7,5759.5
9,15,129.9,7213.8,-4624.8,5536.2
9,15,136.6,1304.0,-947.8,895.5
9,15,180.5,2188.2,-2188.2,-17.9
9,15,244.8,342.5,-146.0,-309.8
9,15,246.5,334.0,-132.9,-306.4
9,15,248.0,325.0,-121.5,-301.4
9,15,249.8,316.8,-109.4,-297.3
9,15,251.5,309.8,-98.3,-293.7
9,15,252.5,303.2,-91.1,-289.2
9,15,254.6,296.2,-78.5,-285.7
9,15,255.7,290.2,-71.5,-281.3
9,15,257.3,286.0,-63.0,-279.0
9,15,258.9,281.0,-54.1,-275.7
9,15,260.9,276.0,-43.8,-272.5
9,15,261.9,272.2,-38.4,-269.5
9,15,264.4,268.8,-26.1,-267.5
9,15,265.3,265.0,-21.5,-264.1
9,15,267.4,261.5,-12.0,-261.2
9,15,269.5,259.0,-2.3,-259.0
9,15,269.7,256.2,-1.4,-256.2
9,15,272.7,253.8,11.9,-253.5
9,15,274.3,251.8,18.9,-251.0
9,15,274.5,250.0,19.5,-249.2
9,15,277.8,248.8,33.9,-246.4
9,15,278.4,247.0,36.0,-244.4
9,15,278.8,245.2,37.6,-242.4
9,15,280.3,244.5,43.9,-240.5
9,15,283.7,243.8,57.5,-236.9
9,15,283.1,243.0,55.1,-236.7
9,15,286.6,242.8,69.4,-232.6
9,15,291.3,2109.2,765.5,-1965.4
9,15,292.8,2084.8,806.7,-1922.3
9,15,294.3,2068.8,850.7,-1885.7
9,11,295.7,2058.8,893.4,-1854.8
9,15,304.7,390.0,221.8,-320.8
9,15,306.3,391.0,231.5,-315.1
9,15,315.3,1424.8,1012.1,-1002.8
9,15,322.4,2037.5,1614.1,-1243.4
9,15,323.9,2048.0,1653.9,-1207.8
9,15,325.3,2061.8,1696.0,-1172.4
9,15,326.8,2073.8,1734.9,-1136.1
9,15,328.3,2090.2,1777.7,-1099.4
9,15,329.8,2106.0,1819.2,-1060.9
9,15,331.2,2125.2,1863.0,-1022.7
9,15,336.3,537.5,492.1,-216.2
9,15,337.9,526.2,487.6,-198.1
9,15,340.9,493.8,466.5,-161.9
9,15,342.1,504.8,480.4,-154.8
9,15,343.7,518.2,497.4,-145.6
